"Judge","Sentence","JudgeTerrible"
"Tender",14.2314351748985,0
"Terrible",8.00091405767954,1
"Tender",9.01734978142035,0
"Terrible",13.2822279951202,1
"Tender",10.2579790755906,0
"Terrible",11.7315892468355,1
"Tender",10.0003933476446,0
"Terrible",11.6718702940477,1
"Tender",16.1102655439748,0
"Terrible",11.7604668306763,1
"Tender",9.97021060588267,0
"Terrible",12.1677121791762,1
"Tender",10.5501617078487,0
"Terrible",5.87868588578553,1
"Tender",12.8430026794279,0
"Terrible",12.4934802890369,1
"Tender",13.4957210317162,0
"Terrible",14.4525639483481,1
"Tender",11.0520737595911,0
"Terrible",15.210705127972,1
"Tender",5.39557659123511,0
"Terrible",14.3723272392367,1
"Tender",6.96765723752086,0
"Terrible",9.71254677298284,1
"Tender",9.68773211707784,0
"Terrible",12.026557202282,1
"Tender",7.25165558568592,0
"Terrible",14.2822307467595,1
"Tender",8.43581242265011,0
"Terrible",12.7167098005899,1
"Tender",7.0539742871143,0
"Terrible",8.76550626609422,1
"Tender",4.28269676602043,0
"Terrible",10.2681020053064,1
"Tender",6.78768767736138,0
"Terrible",12.4830528281602,1
"Tender",9.8086421709108,0
"Terrible",17.5842951543995,1
"Tender",13.1257974545622,0
"Terrible",8.1649249335687,1
"Tender",5.07213846214337,0
"Terrible",6.10427263145356,1
"Tender",7.74814854923702,0
"Terrible",10.5377982747078,1
"Tender",8.66394040900458,0
"Terrible",16.734346421597,1
"Tender",8.61471102403408,0
"Terrible",19.8333778984737,1
"Tender",9.359802922682,0
"Terrible",12.105414664707,1
"Tender",7.45097126912407,0
"Terrible",8.88700296665611,1
"Tender",8.08429219063997,0
"Terrible",12.1616592806353,1
"Tender",15.5744897935513,0
"Terrible",17.7178448341376,1
"Tender",10.868465365486,0
"Terrible",12.5804646328115,1
"Tender",7.63575265666053,0
"Terrible",10.316443311699,1
"Tender",8.08853685550752,0
"Terrible",13.1080056337813,1
"Tender",12.1491620722973,0
"Terrible",18.7745666411623,1
"Tender",8.69782931007431,0
"Terrible",8.42458728100904,1
"Tender",7.10970879379648,0
"Terrible",9.32258143932701,1
"Tender",16.4353266424614,0
"Terrible",13.3302168854111,1
"Tender",11.8882310923633,0
"Terrible",13.0454183932012,1
"Tender",14.0830977833765,0
"Terrible",11.2188544893897,1
"Tender",5.99520820641526,0
"Terrible",16.4383872904565,1
"Tender",14.0319742431121,0
"Terrible",14.7430866910042,1
"Tender",7.05742627918168,0
"Terrible",11.9784621290779,1
"Tender",11.5142156001201,0
"Terrible",13.510339983421,1
"Tender",9.57259823649282,0
"Terrible",11.5519489973664,1
"Tender",13.5550481023711,0
"Terrible",15.9491309487674,1
"Tender",12.9324693813367,0
"Terrible",13.5878405941468,1
"Tender",11.3515516408293,0
"Terrible",20.6025664402202,1
"Tender",9.91958711785347,0
"Terrible",12.9970615251601,1
"Tender",9.309278085049,0
"Terrible",9.38084564633441,1
"Tender",8.36000325170601,0
